RANK_BALANCED,LGA_CODE,LGA_NAME,STATE,SCORE_BALANCED,OPPORTUNITY_TIER,STRATEGIC_SEGMENT,SCORE_MARKET_SIZE,SCORE_YOUTH_INTENSITY,SCORE_GROWTH_MOMENTUM,AGE_5_14_2024,AGE_5_14_SHARE_TOTAL_PCT,AGE_5_14_CHANGE_5Y,AGE_5_14_GROWTH_5Y_PCT,TOTAL_POP_2025,ROBUSTNESS_LABEL,SUGGESTED_RESPONSE
205,25340,Mornington Peninsula,Victoria,44.15525114155251,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,87.12328767123287,32.87671232876712,12.465753424657535,19205.0,11.24039401370737,-1058.0,-5.2213393870601585,172217.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
206,14350,Kempsey,New South Wales,44.13242009132419,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,49.04109589041096,34.794520547945204,48.56164383561644,3598.0,11.3080646175121,-35.0,-0.9633911368015413,31950.0,,Selective investigation; prioritise based on local context and strategic fit.
207,46300,Port Lincoln,South Australia,44.10958904109589,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,30.684931506849317,61.917808219178085,39.726027397260275,1875.0,12.444414946571978,-51.0,-2.64797507788162,15065.0,,Selective investigation; prioritise based on local context and strategic fit.
208,16610,Richmond Valley,New South Wales,43.99543378995433,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,43.56164383561644,65.20547945205479,23.21917808219178,3008.0,12.550066755674234,-146.0,-4.629042485732404,24044.0,,Selective investigation; prioritise based on local context and strategic fit.
209,72200,Katherine,Northern Territory,43.88127853881278,Tier 5 — Lower Relative,Young High-Intensity Market,24.93150684931507,79.17808219178082,27.534246575342465,1515.0,13.541294243832677,-81.0,-5.075187969924812,11282.0,,Targeted junior engagement; validate demand and accessibility before scaling.
210,26700,Wangaratta,Victoria,43.74429223744292,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,48.76712328767123,51.50684931506849,30.958904109589042,3592.0,11.958186297356683,-104.0,-2.813852813852814,30089.0,,Selective investigation; prioritise based on local context and strategic fit.
211,36820,Tablelands,Queensland,43.74429223744292,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,46.3013698630137,58.082191780821915,26.849315068493148,3372.0,12.228467815049864,-126.0,-3.6020583190394513,27902.0,,Selective investigation; prioritise based on local context and strategic fit.
212,14600,Lachlan,New South Wales,42.85388127853881,Tier 5 — Lower Relative,Young High-Intensity Market,8.767123287671232,89.58904109589041,30.205479452054796,880.0,14.383785550833606,-58.0,-6.183368869936034,6118.0,,Targeted junior engagement; validate demand and accessibility before scaling.
213,10550,Bega Valley,New South Wales,42.8310502283105,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,51.50684931506849,20.82191780821918,56.16438356164384,3906.0,10.643051771117166,-3.0,-0.07674597083653108,36921.0,,Selective investigation; prioritise based on local context and strategic fit.
214,22110,East Gippsland,Victoria,42.80821917808219,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,58.35616438356165,17.534246575342465,52.534246575342465,5138.0,10.44669906268426,-22.0,-0.4263565891472868,49669.0,,Selective investigation; prioritise based on local context and strategic fit.
215,36580,Somerset,Queensland,42.64840182648402,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,46.02739726027397,67.3972602739726,14.520547945205479,3347.0,12.622567506411222,-245.0,-6.820712694877505,26936.0,,Selective investigation; prioritise based on local context and strategic fit.
216,33220,Fraser Coast,Queensland,42.534246575342465,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,78.63013698630137,16.71232876712329,32.26027397260274,12514.0,10.397919419032663,-168.0,-1.3247121905062293,122924.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
217,36510,Scenic Rim,Queensland,42.37442922374429,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,61.369863013698634,50.95890410958904,14.794520547945204,5485.0,11.938446804805851,-345.0,-5.917667238421955,46947.0,,Selective investigation; prioritise based on local context and strategic fit.
218,65810,West Tamar,Tasmania,42.35159817351598,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,42.73972602739726,36.43835616438356,47.87671232876713,2956.0,11.34871578300764,-36.0,-1.2032085561497325,26136.0,,Selective investigation; prioritise based on local context and strategic fit.
219,26980,Whitehorse,Victoria,41.91780821917808,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,87.94520547945206,21.095890410958905,16.71232876712329,19468.0,10.649366278465502,-739.0,-3.6571485128915717,185256.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
220,72300,Litchfield,Northern Territory,41.89497716894977,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,42.465753424657535,47.397260273972606,35.82191780821918,2859.0,11.76301172598231,-74.0,-2.523013978861234,24849.0,,Selective investigation; prioritise based on local context and strategic fit.
221,17900,Walgett,New South Wales,41.757990867579906,Tier 5 — Lower Relative,Young High-Intensity Market,4.931506849315069,77.53424657534246,42.8082191780822,740.0,13.413086822548486,-22.0,-2.8871391076115485,5437.0,,Targeted junior engagement; validate demand and accessibility before scaling.
222,55740,Mosman Park,Western Australia,41.3013698630137,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,18.356164383561644,42.73972602739726,62.80821917808219,1200.0,11.607661056297156,15.0,1.2658227848101267,10482.0,,Selective investigation; prioritise based on local context and strategic fit.
223,44620,Mount Gambier,South Australia,41.25570776255708,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,46.849315068493155,56.16438356164384,20.753424657534246,3409.0,12.168046830382638,-176.0,-4.909344490934449,28057.0,,Selective investigation; prioritise based on local context and strategic fit.
224,73600,Roper Gulf,Northern Territory,41.09589041095891,Tier 5 — Lower Relative,Young High-Intensity Market,16.575342465753426,93.42465753424658,13.287671232876711,1128.0,14.972126360499072,-131.0,-10.40508339952343,7597.0,,Targeted junior engagement; validate demand and accessibility before scaling.
225,48540,Whyalla,South Australia,40.91324200913242,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,41.23287671232877,60.82191780821918,20.684931506849317,2710.0,12.388571428571428,-154.0,-5.377094972067039,21720.0,,Selective investigation; prioritise based on local context and strategic fit.
226,46090,Port Augusta,South Australia,40.799086757990864,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,29.863013698630137,64.10958904109589,28.424657534246577,1811.0,12.525937197399365,-87.0,-4.5837723919915705,14469.0,,Selective investigation; prioritise based on local context and strategic fit.
227,64610,Northern Midlands,Tasmania,40.799086757990864,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,26.575342465753426,27.671232876712327,68.15068493150685,1595.0,11.0472364593434,34.0,2.1780909673286355,14544.0,,Selective investigation; prioritise based on local context and strategic fit.
228,13450,Griffith,New South Wales,40.77625570776255,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,46.57534246575342,59.726027397260275,16.027397260273972,3387.0,12.34689413823272,-228.0,-6.3070539419087135,27458.0,,Selective investigation; prioritise based on local context and strategic fit.
229,35740,Noosa,Queensland,40.68493150684931,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,65.75342465753424,25.205479452054796,31.0958904109589,6430.0,10.895535033466068,-140.0,-2.13089802130898,59551.0,,Selective investigation; prioritise based on local context and strategic fit.
230,21180,Brimbank,Victoria,40.639269406392685,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,89.58904109589041,28.767123287671232,3.5616438356164384,21906.0,11.091757891219151,-2279.0,-9.42319619598925,198181.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
231,43710,Lower Eyre,South Australia,40.54794520547945,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,7.123287671232877,71.23287671232876,43.28767123287671,802.0,12.881464824927722,-23.0,-2.7878787878787876,6268.0,,Selective investigation; prioritise based on local context and strategic fit.
232,21110,Boroondara,Victoria,40.4566210045662,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,88.4931506849315,30.136986301369863,2.73972602739726,19740.0,11.13084665482534,-2248.0,-10.223758413680189,178601.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
233,21750,Colac Otway,Victoria,40.4337899543379,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,38.63013698630137,39.178082191780824,43.49315068493151,2542.0,11.446325648414986,-48.0,-1.8532818532818531,22209.0,,Selective investigation; prioritise based on local context and strategic fit.
234,45290,Norwood Payneham and St Peters,South Australia,40.38812785388128,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,50.41095890410959,7.9452054794520555,62.8082191780822,3774.0,9.391797730439976,27.0,0.7205764611689351,40845.0,,Selective investigation; prioritise based on local context and strategic fit.
235,50350,Bassendean,Western Australia,40.20547945205479,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,30.41095890410959,24.65753424657534,65.54794520547945,1867.0,10.855282283853713,29.0,1.5778019586507073,17413.0,,Selective investigation; prioritise based on local context and strategic fit.
236,48260,Walkerville,South Australia,39.885844748858446,Tier 5 — Lower Relative,Rapid Growth Market,10.95890410958904,28.493150684931507,80.20547945205479,952.0,11.078785057605026,83.0,9.551208285385501,8673.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
237,32310,Charters Towers,Queensland,39.863013698630134,Tier 5 — Lower Relative,Young High-Intensity Market,27.671232876712327,81.36986301369863,10.54794520547945,1657.0,13.773898586866167,-181.0,-9.84766050054407,12088.0,,Targeted junior engagement; validate demand and accessibility before scaling.
238,52870,Donnybrook-Balingup,Western Australia,39.70319634703197,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,6.027397260273973,41.369863013698634,71.7123287671233,763.0,11.546610169491526,33.0,4.52054794520548,6698.0,,Selective investigation; prioritise based on local context and strategic fit.
239,23350,Indigo,Victoria,39.61187214611872,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,34.24657534246575,53.15068493150685,31.438356164383563,2114.0,11.999091837893063,-78.0,-3.5583941605839415,17758.0,,Selective investigation; prioritise based on local context and strategic fit.
240,14850,Lismore,New South Wales,39.58904109589041,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,58.63013698630137,49.31506849315068,10.821917808219178,5184.0,11.849142857142857,-417.0,-7.445099089448312,43642.0,,Selective investigation; prioritise based on local context and strategic fit.
241,15240,Mid-Coast,New South Wales,39.543378995433784,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,75.06849315068493,15.068493150684931,28.493150684931507,10094.0,10.221772151898733,-200.0,-1.9428793471925394,99448.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
242,57980,Subiaco,Western Australia,39.26940639269406,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,32.602739726027394,15.342465753424658,69.86301369863014,2005.0,10.224896731092866,50.0,2.557544757033248,20038.0,,Selective investigation; prioritise based on local context and strategic fit.
243,17200,Sydney,New South Wales,39.04109589041096,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,72.05479452054794,1.095890410958904,43.97260273972603,8788.0,3.6993226888704607,-69.0,-0.7790448233036017,241797.0,,Selective investigation; prioritise based on local context and strategic fit.
244,25060,Moonee Valley,Victoria,38.949771689497716,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,80.0,17.80821917808219,19.04109589041096,13502.0,10.448523494087786,-480.0,-3.4329852667715635,130501.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
245,25490,Moyne,Victoria,38.926940639269404,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,35.342465753424655,64.65753424657534,16.78082191780822,2216.0,12.543869579984152,-168.0,-7.046979865771812,17760.0,,Selective investigation; prioritise based on local context and strategic fit.
246,51890,Collie,Western Australia,38.767123287671225,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,17.26027397260274,55.342465753424655,43.6986301369863,1144.0,12.11864406779661,-29.0,-2.47229326513214,9561.0,,Selective investigation; prioritise based on local context and strategic fit.
247,15750,Narrabri,New South Wales,38.67579908675799,Tier 5 — Lower Relative,Young High-Intensity Market,27.945205479452056,76.71232876712328,11.36986301369863,1701.0,13.245600373773556,-177.0,-9.424920127795527,12797.0,,Targeted junior engagement; validate demand and accessibility before scaling.
248,14400,Kiama,New South Wales,38.65296803652968,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,40.273972602739725,33.6986301369863,41.986301369863014,2608.0,11.261280711602401,-55.0,-2.0653398422831395,23139.0,,Selective investigation; prioritise based on local context and strategic fit.
249,36660,Southern Downs,Queensland,38.44748858447488,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,54.52054794520548,45.47945205479452,15.342465753424658,4411.0,11.689103243587025,-288.0,-6.1289636092785695,38064.0,,Selective investigation; prioritise based on local context and strategic fit.
250,15800,Narrandera,New South Wales,38.28767123287671,Tier 5 — Lower Relative,Young High-Intensity Market,6.8493150684931505,81.64383561643835,26.36986301369863,791.0,13.78048780487805,-63.0,-7.377049180327869,5761.0,,Targeted junior engagement; validate demand and accessibility before scaling.
251,26610,Swan Hill,Victoria,37.48858447488584,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,38.9041095890411,56.986301369863014,16.575342465753426,2548.0,12.173331422292295,-184.0,-6.734992679355783,20962.0,,Selective investigation; prioritise based on local context and strategic fit.
252,61210,Circular Head,Tasmania,37.465753424657535,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,13.698630136986301,68.4931506849315,30.205479452054796,1053.0,12.70511583011583,-61.0,-5.475763016157989,8286.0,,Selective investigation; prioritise based on local context and strategic fit.
253,24700,Merri-bek,Victoria,37.1689497716895,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,84.38356164383562,6.8493150684931505,20.273972602739725,17162.0,9.252450319700678,-509.0,-2.880425555995699,189108.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
254,64210,Meander Valley,Tasmania,37.10045662100457,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,37.26027397260274,29.315068493150687,44.72602739726027,2396.0,11.114203543928008,-43.0,-1.7630176301763019,21739.0,,Selective investigation; prioritise based on local context and strategic fit.
255,16100,Oberon,New South Wales,36.48401826484018,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,2.4657534246575343,47.671232876712324,59.31506849315069,660.0,11.808910359634996,4.0,0.6097560975609756,5595.0,,Selective investigation; prioritise based on local context and strategic fit.
256,24330,Maribyrnong,Victoria,36.18721461187214,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,70.68493150684931,5.205479452054795,32.67123287671233,8477.0,9.0447382179401,-146.0,-1.6931462368085353,94672.0,,Selective investigation; prioritise based on local context and strategic fit.
257,43790,Loxton Waikerie,South Australia,36.18721461187214,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,23.835616438356162,44.93150684931507,39.794520547945204,1400.0,11.686143572621036,-43.0,-2.9799029799029797,11971.0,,Selective investigation; prioritise based on local context and strategic fit.
258,12930,Georges River,New South Wales,36.02739726027397,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,83.01369863013699,13.150684931506849,11.917808219178081,16140.0,9.97885521385911,-958.0,-5.602994502280969,163919.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
259,47980,Unley,South Australia,35.93607305936072,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,53.97260273972603,23.835616438356162,30.0,4354.0,10.76763280245326,-120.0,-2.682163611980331,40731.0,,Selective investigation; prioritise based on local context and strategic fit.
260,15850,Narromine,New South Wales,35.799086757990864,Tier 5 — Lower Relative,Young High-Intensity Market,9.315068493150685,84.10958904109589,13.972602739726028,893.0,13.888024883359254,-113.0,-11.232604373757455,6420.0,,Targeted junior engagement; validate demand and accessibility before scaling.
261,34880,Mareeba,Queensland,35.59360730593607,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,41.64383561643836,37.534246575342465,27.602739726027394,2727.0,11.390977443609023,-109.0,-3.8434414668547254,24205.0,,Selective investigation; prioritise based on local context and strategic fit.
262,12350,Cowra,New South Wales,35.57077625570776,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,24.383561643835616,44.38356164383562,37.945205479452056,1486.0,11.684227079729517,-49.0,-3.1921824104234524,12721.0,,Selective investigation; prioritise based on local context and strategic fit.
263,40220,Alexandrina,South Australia,35.47945205479452,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,43.83561643835616,11.78082191780822,50.82191780821918,3016.0,9.746009177276546,-25.0,-0.8220979940808945,31427.0,,Selective investigation; prioritise based on local context and strategic fit.
264,26260,Southern Grampians,Victoria,35.36529680365297,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,31.232876712328768,41.64383561643836,33.21917808219178,1901.0,11.556231003039514,-70.0,-3.5514967021816335,16483.0,,Selective investigation; prioritise based on local context and strategic fit.
265,10500,Bayside (NSW),New South Wales,35.205479452054796,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,83.28767123287672,3.8356164383561646,18.493150684931507,16526.0,8.882033311655855,-565.0,-3.305833479609151,187770.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
266,12750,Eurobodalla,New South Wales,35.182648401826484,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,52.32876712328767,10.684931506849315,42.534246575342465,3978.0,9.673418768085986,-61.0,-1.5102748205001237,41309.0,,Selective investigation; prioritise based on local context and strategic fit.
267,48050,Victor Harbor,South Australia,34.93150684931507,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,25.205479452054796,4.931506849315069,74.65753424657534,1551.0,9.041622945085695,76.0,5.1525423728813555,17457.0,,Selective investigation; prioritise based on local context and strategic fit.
268,24600,Melbourne,Victoria,34.93150684931506,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,63.013698630136986,0.821917808219178,40.95890410958904,5944.0,3.16903473462533,-76.0,-1.2624584717607974,194481.0,,Selective investigation; prioritise based on local context and strategic fit.
269,10800,Bland,New South Wales,34.72602739726027,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,4.657534246575342,74.24657534246575,25.273972602739725,717.0,13.11985361390668,-63.0,-8.076923076923077,5455.0,,Selective investigation; prioritise based on local context and strategic fit.
270,57210,Plantagenet,Western Australia,34.65753424657534,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,3.287671232876712,50.136986301369866,50.54794520547945,686.0,11.895266169585573,-9.0,-1.2949640287769784,5793.0,,Selective investigation; prioritise based on local context and strategic fit.
271,21370,Campaspe,Victoria,34.52054794520548,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,54.24657534246575,40.0,9.315068493150685,4378.0,11.525905644481888,-396.0,-8.294930875576037,37954.0,,Selective investigation; prioritise based on local context and strategic fit.
272,26170,South Gippsland,Victoria,34.246575342465746,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,47.94520547945205,35.61643835616438,19.178082191780824,3508.0,11.339173158354074,-190.0,-5.137912385073013,31109.0,,Selective investigation; prioritise based on local context and strategic fit.
273,42750,Kangaroo Island,South Australia,34.20091324200913,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,0.821917808219178,26.84931506849315,74.93150684931507,568.0,10.982211910286157,36.0,6.7669172932330826,5212.0,,Selective investigation; prioritise based on local context and strategic fit.
274,24900,Moira,Victoria,34.178082191780824,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,47.12328767123288,34.52054794520548,20.89041095890411,3460.0,11.292059658627329,-176.0,-4.84048404840484,30866.0,,Selective investigation; prioritise based on local context and strategic fit.
275,10180,Armidale,New South Wales,34.018264840182646,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,47.671232876712324,45.20547945205479,9.178082191780822,3470.0,11.689011655325743,-342.0,-8.971668415529905,29652.0,,Selective investigation; prioritise based on local context and strategic fit.
276,26670,Towong,Victoria,33.926940639269404,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,3.8356164383561646,33.15068493150685,64.79452054794521,691.0,11.248575614520592,14.0,2.06794682422452,6158.0,,Selective investigation; prioritise based on local context and strategic fit.
277,14100,Hunters Hill,New South Wales,33.470319634703195,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,28.767123287671232,62.465753424657535,9.178082191780822,1749.0,12.45105716523101,-204.0,-10.44546850998464,13983.0,,Selective investigation; prioritise based on local context and strategic fit.
278,61510,Derwent Valley,Tasmania,33.28767123287671,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,22.465753424657535,49.86301369863014,27.534246575342465,1357.0,11.872265966754156,-77.0,-5.369595536959554,11513.0,,Selective investigation; prioritise based on local context and strategic fit.
279,51540,Carnarvon,Western Australia,33.2648401826484,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,3.5616438356164384,58.9041095890411,37.32876712328767,690.0,12.273212379935966,-33.0,-4.564315352697095,5655.0,,Selective investigation; prioritise based on local context and strategic fit.
280,20260,Ararat,Victoria,33.05936073059361,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,19.45205479452055,22.465753424657535,57.26027397260274,1245.0,10.70967741935484,2.0,0.16090104585679807,11732.0,,Selective investigation; prioritise based on local context and strategic fit.
281,17620,Upper Hunter,New South Wales,32.96803652968036,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,29.589041095890412,62.19178082191781,7.123287671232877,1795.0,12.445399708798446,-234.0,-11.53277476589453,14425.0,,Selective investigation; prioritise based on local context and strategic fit.
282,17650,Uralla,New South Wales,32.94520547945205,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,6.301369863013699,67.12328767123287,25.410958904109588,771.0,12.602157567832625,-64.0,-7.664670658682635,6179.0,,Selective investigation; prioritise based on local context and strategic fit.
283,17350,Temora,New South Wales,32.602739726027394,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,5.205479452054795,63.561643835616444,29.041095890410958,758.0,12.50825082508251,-57.0,-6.993865030674846,6050.0,,Selective investigation; prioritise based on local context and strategic fit.
284,57840,South Perth,Western Australia,32.51141552511415,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,53.6986301369863,4.657534246575342,39.17808219178082,4343.0,9.019542688625366,-75.0,-1.6976007243096423,48745.0,,Selective investigation; prioritise based on local context and strategic fit.
285,61610,Devonport,Tasmania,32.465753424657535,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,44.38356164383562,38.63013698630137,14.383561643835616,3077.0,11.405589739787976,-233.0,-7.039274924471299,26994.0,,Selective investigation; prioritise based on local context and strategic fit.
286,41560,Copper Coast,South Australia,32.44292237442922,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,26.301369863013697,10.136986301369863,60.89041095890411,1578.0,9.659647404505387,12.0,0.7662835249042145,16601.0,,Selective investigation; prioritise based on local context and strategic fit.
287,22410,Glenelg,Victoria,32.397260273972606,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,34.52054794520548,22.73972602739726,39.93150684931507,2137.0,10.73437813944143,-55.0,-2.509124087591241,19908.0,,Selective investigation; prioritise based on local context and strategic fit.
288,46450,Port Pirie,South Australia,31.98630136986301,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,33.6986301369863,45.75342465753425,16.506849315068493,2066.0,11.690810321412403,-164.0,-7.354260089686099,17664.0,,Selective investigation; prioritise based on local context and strategic fit.
289,51750,Claremont,Western Australia,31.963470319634702,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,21.36986301369863,20.273972602739725,54.24657534246576,1347.0,10.5663633511139,-6.0,-0.4434589800443459,13091.0,,Selective investigation; prioritise based on local context and strategic fit.
290,21890,Darebin,Victoria,31.91780821917808,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,81.36986301369863,6.027397260273973,8.356164383561644,14541.0,9.130983554056854,-1133.0,-7.228531325762409,162496.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
291,10600,Bellingen,New South Wales,31.87214611872146,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,26.027397260273972,48.49315068493151,21.095890410958905,1573.0,11.81640625,-115.0,-6.812796208530806,13348.0,,Selective investigation; prioritise based on local context and strategic fit.
292,14550,Kyogle,New South Wales,31.7351598173516,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,14.794520547945206,35.06849315068493,45.34246575342466,1091.0,11.325651406623066,-25.0,-2.240143369175627,9707.0,,Selective investigation; prioritise based on local context and strategic fit.
293,45040,Murray Bridge,South Australia,31.689497716894977,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,40.0,29.041095890410958,26.027397260273972,2589.0,11.101106251607924,-115.0,-4.252958579881657,23539.0,,Selective investigation; prioritise based on local context and strategic fit.
294,17040,Snowy Monaro,New South Wales,31.05022831050228,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,37.80821917808219,28.21917808219178,27.123287671232877,2468.0,11.064783680789061,-108.0,-4.192546583850932,22396.0,,Selective investigation; prioritise based on local context and strategic fit.
295,25990,Pyrenees,Victoria,31.02739726027397,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,7.671232876712329,16.43835616438356,68.97260273972603,817.0,10.307847590209438,27.0,3.4177215189873418,7957.0,,Selective investigation; prioritise based on local context and strategic fit.
296,17100,Strathfield,New South Wales,30.662100456621005,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,53.42465753424658,3.287671232876712,35.273972602739725,4256.0,8.76856830871294,-92.0,-2.1159153633854646,49203.0,,Selective investigation; prioritise based on local context and strategic fit.
297,50840,Bridgetown-Greenbushes,Western Australia,30.662100456621,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,2.73972602739726,37.26027397260274,51.986301369863014,662.0,11.390227116311081,-7.0,-1.046337817638266,5931.0,,Selective investigation; prioritise based on local context and strategic fit.
298,27350,Yarra,Victoria,30.63926940639269,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,64.10958904109589,1.36986301369863,26.43835616438356,6130.0,6.134785132403275,-174.0,-2.760152284263959,101356.0,,Selective investigation; prioritise based on local context and strategic fit.
299,63810,Latrobe (Tas.),Tasmania,30.570776255707756,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,21.91780821917808,16.164383561643834,53.630136986301366,1354.0,10.29814420444174,-8.0,-0.5873715124816447,13264.0,,Selective investigation; prioritise based on local context and strategic fit.
300,11520,Canada Bay,New South Wales,30.41095890410959,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,72.32876712328768,10.41095890410959,8.493150684931507,8933.0,9.67225007308596,-722.0,-7.477990678404972,93006.0,,Selective investigation; prioritise based on local context and strategic fit.
301,53150,East Fremantle,Western Australia,30.365296803652967,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,11.78082191780822,52.87671232876713,26.43835616438356,1008.0,11.99428843407901,-72.0,-6.666666666666667,8426.0,,Selective investigation; prioritise based on local context and strategic fit.
302,15700,Nambucca Valley,New South Wales,30.15981735159817,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,35.61643835616438,23.013698630136986,31.84931506849315,2260.0,10.736342042755345,-78.0,-3.3361847733105217,21237.0,,Selective investigation; prioritise based on local context and strategic fit.
303,36630,South Burnett,Queensland,30.091324200913245,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,50.95890410958904,31.780821917808222,7.534246575342466,3879.0,11.184153619929072,-403.0,-9.41148995796357,35111.0,,Selective investigation; prioritise based on local context and strategic fit.
304,57080,Perth,Western Australia,29.863013698630137,Tier 5 — Lower Relative,Rapid Growth Market,12.602739726027398,0.273972602739726,76.7123287671233,1027.0,2.9383154039826045,70.0,7.314524555903866,35673.0,,Monitor and expand entry pathways; assess whether current cricket supply is keeping pace.
305,16550,Randwick,New South Wales,29.817351598173513,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,79.45205479452055,5.7534246575342465,4.2465753424657535,13183.0,9.108559268164608,-1365.0,-9.382733021721199,146484.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
306,14170,Inner West,New South Wales,29.543378995433788,Tier 5 — Lower Relative,Large Established / Slower-Growth Market,83.56164383561644,3.0136986301369864,2.054794520547945,16581.0,8.673295915218153,-1963.0,-10.585634167385678,193125.0,,"Focus on retention, conversion and utilisation rather than pure acquisition."
